artist,track,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Jimmie Allen,Best Shot,"['contemporary country', 'country pop']",0.629,0.464,4,-8.72,1,0.0334,0.75,0,0.0853,0.523,156.051,audio_features,3VamXAvVMczcS2PTYtPfBQ,spotify:track:3VamXAvVMczcS2PTYtPfBQ,https://api.spotify.com/v1/tracks/3VamXAvVMczcS2PTYtPfBQ,https://api.spotify.com/v1/audio-analysis/3VamXAvVMczcS2PTYtPfBQ,195053,4
NF,Lie,"['hip hop', 'rap']",0.753,0.66,5,-6.542,1,0.133,0.161,0,0.236,0.182,95.003,audio_features,07FkzikE6FuHIa8Ma7zJGc,spotify:track:07FkzikE6FuHIa8Ma7zJGc,https://api.spotify.com/v1/tracks/07FkzikE6FuHIa8Ma7zJGc,https://api.spotify.com/v1/audio-analysis/07FkzikE6FuHIa8Ma7zJGc,209213,4
Queen,Bohemian Rhapsody - 2011 Remaster,"['glam rock', 'rock']",0.39,0.397,0,-9.963,0,0.0513,0.287,0,0.207,0.246,144.031,audio_features,6AWe04n4zsYkGKb3Pf7LMk,spotify:track:6AWe04n4zsYkGKb3Pf7LMk,https://api.spotify.com/v1/tracks/6AWe04n4zsYkGKb3Pf7LMk,https://api.spotify.com/v1/audio-analysis/6AWe04n4zsYkGKb3Pf7LMk,354947,4
Meek Mill,Dangerous (feat. Jeremih and PnB Rock),"['hip hop', 'philly rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.734,0.493,0,-7.528,1,0.308,0.0467,0,0.0477,0.562,86.043,audio_features,3lb5fWSG2p7x8ik8HN9oFR,spotify:track:3lb5fWSG2p7x8ik8HN9oFR,https://api.spotify.com/v1/tracks/3lb5fWSG2p7x8ik8HN9oFR,https://api.spotify.com/v1/audio-analysis/3lb5fWSG2p7x8ik8HN9oFR,233750,4
Billie Eilish,when the party's over,['electropop'],0.454,0.111,4,-14.038,1,0.0635,0.978,5.89e-05,0.0898,0.187,124.155,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,196077,3
Juice WRLD,Armed And Dangerous,['chicago rap'],0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,audio_features,5wujBwqG7INdStqGd4tRMX,spotify:track:5wujBwqG7INdStqGd4tRMX,https://api.spotify.com/v1/tracks/5wujBwqG7INdStqGd4tRMX,https://api.spotify.com/v1/audio-analysis/5wujBwqG7INdStqGd4tRMX,169999,4
Shawn Mendes,Lost In Japan,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",0.713,0.738,10,-6.784,1,0.374,0.255,0,0.106,0.425,105.027,audio_features,79esEXlqqmq0GPz0xQSZTV,spotify:track:79esEXlqqmq0GPz0xQSZTV,https://api.spotify.com/v1/tracks/79esEXlqqmq0GPz0xQSZTV,https://api.spotify.com/v1/audio-analysis/79esEXlqqmq0GPz0xQSZTV,201200,4
Mitchell Tenpenny,Drunk Me,"['contemporary country', 'country pop', 'heartland rock']",0.499,0.797,2,-3.77,1,0.0554,0.199,0,0.0933,0.408,176.024,audio_features,1G4cdOtF36ZCs6i2dZoC87,spotify:track:1G4cdOtF36ZCs6i2dZoC87,https://api.spotify.com/v1/tracks/1G4cdOtF36ZCs6i2dZoC87,https://api.spotify.com/v1/audio-analysis/1G4cdOtF36ZCs6i2dZoC87,211768,4
Yella Beezy,"That's On Me (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy) - Remix","['rap', 'southern hip hop', 'trap music']",0.827,0.623,4,-6.199,0,0.35,0.0193,0,0.0589,0.357,131.904,audio_features,79BfaYJzuQbcRupNKVGXVR,spotify:track:79BfaYJzuQbcRupNKVGXVR,https://api.spotify.com/v1/tracks/79BfaYJzuQbcRupNKVGXVR,https://api.spotify.com/v1/audio-analysis/79BfaYJzuQbcRupNKVGXVR,352977,4
Lil Baby,Close Friends (Lil Baby & Gunna),"['atl hip hop', 'atl trap', 'rap', 'trap music']",0.665,0.585,10,-5.077,0,0.366,0.044,0,0.0789,0.658,158.953,audio_features,5nzhL67GpF9szXWg5y509A,spotify:track:5nzhL67GpF9szXWg5y509A,https://api.spotify.com/v1/tracks/5nzhL67GpF9szXWg5y509A,https://api.spotify.com/v1/audio-analysis/5nzhL67GpF9szXWg5y509A,203881,4
Lauren Daigle,You Say,"['ccm', 'christian music', 'worship']",0.486,0.632,5,-6.89,1,0.0344,0.682,0,0.0869,0.0791,147.892,audio_features,6Up545NUflOiXo8cEraH49,spotify:track:6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/tracks/6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/audio-analysis/6Up545NUflOiXo8cEraH49,274693,4
Bebe Rexha,I'm a Mess,"['dance pop', 'pop', 'post-teen pop']",0.63,0.694,11,-6.257,0,0.0253,0.00281,0,0.0719,0.216,97.005,audio_features,04ZTP5KsCypmtCmQg5tH9R,spotify:track:04ZTP5KsCypmtCmQg5tH9R,https://api.spotify.com/v1/tracks/04ZTP5KsCypmtCmQg5tH9R,https://api.spotify.com/v1/audio-analysis/04ZTP5KsCypmtCmQg5tH9R,195519,4
Trippie Redd,Topanga,"['rap', 'trap music']",0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,audio_features,5aXgz1oKK8Q9z9xvTmSnrO,spotify:track:5aXgz1oKK8Q9z9xvTmSnrO,https://api.spotify.com/v1/tracks/5aXgz1oKK8Q9z9xvTmSnrO,https://api.spotify.com/v1/audio-analysis/5aXgz1oKK8Q9z9xvTmSnrO,215364,4
Maren Morris,Rich,['contemporary country'],0.565,0.855,5,-4.189,1,0.0557,0.0445,0,0.32,0.852,74.98,audio_features,4H0vNUFcHPz5lytcLjwqkr,spotify:track:4H0vNUFcHPz5lytcLjwqkr,https://api.spotify.com/v1/tracks/4H0vNUFcHPz5lytcLjwqkr,https://api.spotify.com/v1/audio-analysis/4H0vNUFcHPz5lytcLjwqkr,208893,4
Metro Boomin,10 Freaky Girls (with 21 Savage),"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.81,0.353,6,-9.931,0,0.31,0.588,0,0.102,0.0727,88.031,audio_features,0AluA5RNsa4Cx6XRhf2hWZ,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,https://api.spotify.com/v1/audio-analysis/0AluA5RNsa4Cx6XRhf2hWZ,208293,4
Future,Fine China,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.126,0.551,166.111,audio_features,5274I4mUMnYczyeXkGDWZN,spotify:track:5274I4mUMnYczyeXkGDWZN,https://api.spotify.com/v1/tracks/5274I4mUMnYczyeXkGDWZN,https://api.spotify.com/v1/audio-analysis/5274I4mUMnYczyeXkGDWZN,141587,4
Chris Young,Hangin' On,"['contemporary country', 'country', 'country road', 'modern country rock']",0.434,0.831,8,-4.774,1,0.0453,0.0651,0,0.119,0.596,156.034,audio_features,6CyJlVAEFlNdpggOLanytL,spotify:track:6CyJlVAEFlNdpggOLanytL,https://api.spotify.com/v1/tracks/6CyJlVAEFlNdpggOLanytL,https://api.spotify.com/v1/audio-analysis/6CyJlVAEFlNdpggOLanytL,185440,4
Trippie Redd,1400 / 999 Freestyle,"['rap', 'trap music']",0.825,0.572,6,-6.067,0,0.0864,0.0079,0,0.113,0.568,141.991,audio_features,75lcPkAkUsKWHGBlGM476R,spotify:track:75lcPkAkUsKWHGBlGM476R,https://api.spotify.com/v1/tracks/75lcPkAkUsKWHGBlGM476R,https://api.spotify.com/v1/audio-analysis/75lcPkAkUsKWHGBlGM476R,175954,4
Dierks Bentley,Burning Man,"['contemporary country', 'country', 'country road', 'modern country rock']",0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42e-06,0.0926,0.492,119.073,audio_features,4a1oIihVt6xSnDRpgX387M,spotify:track:4a1oIihVt6xSnDRpgX387M,https://api.spotify.com/v1/tracks/4a1oIihVt6xSnDRpgX387M,https://api.spotify.com/v1/audio-analysis/4a1oIihVt6xSnDRpgX387M,238493,4
Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)","['atl hip hop', 'atl trap', 'rap', 'trap music']",0.757,0.69,1,-5.327,0,0.282,0.0716,0,0.192,0.914,132.064,audio_features,6wWaVoUOzLQJHd3bWAUpdZ,spotify:track:6wWaVoUOzLQJHd3bWAUpdZ,https://api.spotify.com/v1/tracks/6wWaVoUOzLQJHd3bWAUpdZ,https://api.spotify.com/v1/audio-analysis/6wWaVoUOzLQJHd3bWAUpdZ,194732,4
Tory Lanez,TAlk tO Me (with Rich The Kid),"['canadian hip hop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",0.731,0.657,0,-8.56,1,0.0434,0.0591,0,0.0874,0.49,159.97,audio_features,2cRgo1TiPm7SnPvYzvbOLf,spotify:track:2cRgo1TiPm7SnPvYzvbOLf,https://api.spotify.com/v1/tracks/2cRgo1TiPm7SnPvYzvbOLf,https://api.spotify.com/v1/audio-analysis/2cRgo1TiPm7SnPvYzvbOLf,184490,4
The Chainsmokers,This Feeling,"['dance pop', 'edm', 'electropop', 'pop', 'tropical house']",0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,audio_features,4NBTZtAt1F13VvlSKe6KTl,spotify:track:4NBTZtAt1F13VvlSKe6KTl,https://api.spotify.com/v1/tracks/4NBTZtAt1F13VvlSKe6KTl,https://api.spotify.com/v1/audio-analysis/4NBTZtAt1F13VvlSKe6KTl,197947,4
Metro Boomin,Space Cadet (feat. Gunna),"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,audio_features,1fewSx2d5KIZ04wsooEBOz,spotify:track:1fewSx2d5KIZ04wsooEBOz,https://api.spotify.com/v1/tracks/1fewSx2d5KIZ04wsooEBOz,https://api.spotify.com/v1/audio-analysis/1fewSx2d5KIZ04wsooEBOz,203267,4
Dean Lewis,Be Alright,"['australian pop', 'pop']",0.551,0.537,11,-7.595,1,0.034,0.705,0,0.0802,0.493,126.421,audio_features,2H4gf1wLxvYreMj1jcaN0k,spotify:track:2H4gf1wLxvYreMj1jcaN0k,https://api.spotify.com/v1/tracks/2H4gf1wLxvYreMj1jcaN0k,https://api.spotify.com/v1/audio-analysis/2H4gf1wLxvYreMj1jcaN0k,196493,4
Russell Dickerson,Blue Tacoma,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",0.455,0.897,9,-4.879,1,0.0403,0.0183,0,0.174,0.728,160.139,audio_features,2oPCR02nduYVpj7CTfsA0d,spotify:track:2oPCR02nduYVpj7CTfsA0d,https://api.spotify.com/v1/tracks/2oPCR02nduYVpj7CTfsA0d,https://api.spotify.com/v1/audio-analysis/2oPCR02nduYVpj7CTfsA0d,212067,4
Metro Boomin,Don't Come Out The House (with 21 Savage),"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.87,0.35,1,-6.082,1,0.277,0.00661,0.000483,0.108,0.175,74.963,audio_features,2Grb4G6t9VIqo6moKUloom,spotify:track:2Grb4G6t9VIqo6moKUloom,https://api.spotify.com/v1/tracks/2Grb4G6t9VIqo6moKUloom,https://api.spotify.com/v1/audio-analysis/2Grb4G6t9VIqo6moKUloom,168347,4
Kodak Black,Take One,"['miami hip hop', 'rap', 'trap music']",0.66,0.615,1,-7.2,1,0.47,0.114,0,0.315,0.501,174.034,audio_features,1XJBDDpeuZaj5fvmwhdIMw,spotify:track:1XJBDDpeuZaj5fvmwhdIMw,https://api.spotify.com/v1/tracks/1XJBDDpeuZaj5fvmwhdIMw,https://api.spotify.com/v1/audio-analysis/1XJBDDpeuZaj5fvmwhdIMw,165517,4
Camila Cabello,Consequences,"['dance pop', 'pop', 'post-teen pop', 'r&b']",0.455,0.292,0,-6.792,1,0.0563,0.889,0,0.106,0.43,84.339,audio_features,7sTtHHrD0zDpmzQzH3zegz,spotify:track:7sTtHHrD0zDpmzQzH3zegz,https://api.spotify.com/v1/tracks/7sTtHHrD0zDpmzQzH3zegz,https://api.spotify.com/v1/audio-analysis/7sTtHHrD0zDpmzQzH3zegz,178467,5
Daniel Caesar,Best Part (feat. H.E.R.),"['canadian contemporary r&b', 'pop']",0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,audio_features,1RMJOxR6GRPsBHL8qeC2ux,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,https://api.spotify.com/v1/tracks/1RMJOxR6GRPsBHL8qeC2ux,https://api.spotify.com/v1/audio-analysis/1RMJOxR6GRPsBHL8qeC2ux,209831,4
Lil Peep,Falling Down - Bonus Track,"['emo rap', 'lgbtq+ hip hop']",0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,audio_features,4jvjzW7Hm0yK4LvvE0Paz9,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,https://api.spotify.com/v1/tracks/4jvjzW7Hm0yK4LvvE0Paz9,https://api.spotify.com/v1/audio-analysis/4jvjzW7Hm0yK4LvvE0Paz9,196400,4
6ix9ine,STOOPID (feat. Bobby Shmurda),['emo rap'],0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,audio_features,6k2iq1yULhXILe0i8xQqPF,spotify:track:6k2iq1yULhXILe0i8xQqPF,https://api.spotify.com/v1/tracks/6k2iq1yULhXILe0i8xQqPF,https://api.spotify.com/v1/audio-analysis/6k2iq1yULhXILe0i8xQqPF,152000,4
Thomas Rhett,Sixteen,"['contemporary country', 'country', 'country road', 'modern country rock']",0.707,0.52,1,-7.058,1,0.0279,0.0143,5.89e-06,0.16,0.432,106.975,audio_features,2KeeXSFbK0Pk3mtrngbcep,spotify:track:2KeeXSFbK0Pk3mtrngbcep,https://api.spotify.com/v1/tracks/2KeeXSFbK0Pk3mtrngbcep,https://api.spotify.com/v1/audio-analysis/2KeeXSFbK0Pk3mtrngbcep,179164,4
Eminem,Lucky You (feat. Joyner Lucas),"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,audio_features,60SdxE8apGAxMiRrpbmLY0,spotify:track:60SdxE8apGAxMiRrpbmLY0,https://api.spotify.com/v1/tracks/60SdxE8apGAxMiRrpbmLY0,https://api.spotify.com/v1/audio-analysis/60SdxE8apGAxMiRrpbmLY0,244679,4
Kip Moore,Last Shot,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",0.487,0.859,4,-4.403,1,0.0488,0.00204,0,0.322,0.377,148.037,audio_features,6viHvc13l9A6Ua6xugpeX6,spotify:track:6viHvc13l9A6Ua6xugpeX6,https://api.spotify.com/v1/tracks/6viHvc13l9A6Ua6xugpeX6,https://api.spotify.com/v1/audio-analysis/6viHvc13l9A6Ua6xugpeX6,228480,4
Lil Wayne,Mona Lisa (feat. Kendrick Lamar),"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",0.855,0.694,2,-4.393,1,0.169,0.371,0,0.109,0.49,122.078,audio_features,0dbTQYW3Ad1FTzIA9t90E8,spotify:track:0dbTQYW3Ad1FTzIA9t90E8,https://api.spotify.com/v1/tracks/0dbTQYW3Ad1FTzIA9t90E8,https://api.spotify.com/v1/audio-analysis/0dbTQYW3Ad1FTzIA9t90E8,324189,4
City Girls,Twerk (feat. Cardi B),"['pop', 'r&b', 'trap queen']",0.788,0.842,4,-4.006,0,0.142,0.121,0.00112,0.166,0.481,190.077,audio_features,0RRm4OS5ymfZryXBuj0G2m,spotify:track:0RRm4OS5ymfZryXBuj0G2m,https://api.spotify.com/v1/tracks/0RRm4OS5ymfZryXBuj0G2m,https://api.spotify.com/v1/audio-analysis/0RRm4OS5ymfZryXBuj0G2m,166476,4
Lil Mosey,Noticed,"['rap', 'rap conscient', 'trap music', 'vapor trap']",0.699,0.558,11,-7.622,1,0.0603,0.462,0,0.116,0.493,79.992,audio_features,6JQvHMSaR8flFsN53ypOfP,spotify:track:6JQvHMSaR8flFsN53ypOfP,https://api.spotify.com/v1/tracks/6JQvHMSaR8flFsN53ypOfP,https://api.spotify.com/v1/audio-analysis/6JQvHMSaR8flFsN53ypOfP,165000,4
Eric Church,Desperate Man,"['contemporary country', 'country', 'country road', 'modern country rock']",0.711,0.796,10,-5.87,1,0.0341,0.0716,0.0045,0.262,0.901,109.991,audio_features,1vHeu2j2MpfMqqvcXKLtic,spotify:track:1vHeu2j2MpfMqqvcXKLtic,https://api.spotify.com/v1/tracks/1vHeu2j2MpfMqqvcXKLtic,https://api.spotify.com/v1/audio-analysis/1vHeu2j2MpfMqqvcXKLtic,208733,4
Chris Stapleton,Millionaire,['contemporary country'],0.602,0.463,10,-9.666,1,0.0279,0.165,0.00968,0.0975,0.454,142.635,audio_features,68JS5SFTnW5Yv9Vzw81Jf0,spotify:track:68JS5SFTnW5Yv9Vzw81Jf0,https://api.spotify.com/v1/tracks/68JS5SFTnW5Yv9Vzw81Jf0,https://api.spotify.com/v1/audio-analysis/68JS5SFTnW5Yv9Vzw81Jf0,210133,4
Jason Aldean,Girl Like You,"['contemporary country', 'country', 'country road']",0.543,0.88,3,-4.204,0,0.0365,0.035,0.000227,0.304,0.483,144.057,audio_features,7K0lR5Ngf5jkOWt1g6ut6l,spotify:track:7K0lR5Ngf5jkOWt1g6ut6l,https://api.spotify.com/v1/tracks/7K0lR5Ngf5jkOWt1g6ut6l,https://api.spotify.com/v1/audio-analysis/7K0lR5Ngf5jkOWt1g6ut6l,193067,4
AJR,Burn the House Down,"['modern rock', 'pop']",0.454,0.66,0,-4.357,1,0.168,0.0364,0,0.181,0.568,184.353,audio_features,0j7pdNXDzEVQST5Zcoh5xo,spotify:track:0j7pdNXDzEVQST5Zcoh5xo,https://api.spotify.com/v1/tracks/0j7pdNXDzEVQST5Zcoh5xo,https://api.spotify.com/v1/audio-analysis/0j7pdNXDzEVQST5Zcoh5xo,212689,4
Ariana Grande,"thank u, next","['dance pop', 'pop', 'post-teen pop']",0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320,4
Travis Scott,SICKO MODE,"['pop', 'pop rap', 'rap', 'trap music']",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,audio_features,2xLMifQCjDGFmkHkpNLD9h,spotify:track:2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,312820,4
Maroon 5,Girls Like You,['pop'],0.611,0.462,0,-7.054,1,0.0646,0.558,1.01e-06,0.131,0.377,59.635,audio_features,6OEHjJJvdkk1Ln0p0AZdyz,spotify:track:6OEHjJJvdkk1Ln0p0AZdyz,https://api.spotify.com/v1/tracks/6OEHjJJvdkk1Ln0p0AZdyz,https://api.spotify.com/v1/audio-analysis/6OEHjJJvdkk1Ln0p0AZdyz,215230,4
Juice WRLD,Lucid Dreams,['chicago rap'],0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,4
Sheck Wes,Mo Bamba,"['rap', 'trap music', 'underground hip hop', 'vapor trap']",0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,audio_features,1xzBco0xcoJEDXktl7Jxrr,spotify:track:1xzBco0xcoJEDXktl7Jxrr,https://api.spotify.com/v1/tracks/1xzBco0xcoJEDXktl7Jxrr,https://api.spotify.com/v1/audio-analysis/1xzBco0xcoJEDXktl7Jxrr,183907,4
Panic! At The Disco,High Hopes,"['emo', 'modern rock', 'pop punk']",0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947,4
Kodak Black,ZEZE (feat. Travis Scott & Offset),"['miami hip hop', 'rap', 'trap music']",0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,audio_features,0FZ4Dmg8jJJAPJnvBIzD9z,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,https://api.spotify.com/v1/tracks/0FZ4Dmg8jJJAPJnvBIzD9z,https://api.spotify.com/v1/audio-analysis/0FZ4Dmg8jJJAPJnvBIzD9z,228760,4
Lil Baby,Drip Too Hard (Lil Baby & Gunna),"['atl hip hop', 'atl trap', 'rap', 'trap music']",0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,audio_features,78QR3Wp35dqAhFEc2qAGjE,spotify:track:78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,145543,4
Post Malone,Better Now,"['pop', 'rap']",0.68,0.563,10,-5.843,1,0.0454,0.354,0,0.136,0.374,145.028,audio_features,7dt6x5M1jzdTEt8oCbisTK,spotify:track:7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,231267,4
5 Seconds Of Summer,Youngblood - Live,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.521,0.946,6,-5.047,0,0.0714,0.000437,0,0.362,0.0715,120.0,audio_features,6NnrABRPQdGmWRssVFYTAA,spotify:track:6NnrABRPQdGmWRssVFYTAA,https://api.spotify.com/v1/tracks/6NnrABRPQdGmWRssVFYTAA,https://api.spotify.com/v1/audio-analysis/6NnrABRPQdGmWRssVFYTAA,390623,4
Imagine Dragons,Natural,"['modern rock', 'rock']",0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100.0,audio_features,2FY7b99s15jUprqC0M5NCT,spotify:track:2FY7b99s15jUprqC0M5NCT,https://api.spotify.com/v1/tracks/2FY7b99s15jUprqC0M5NCT,https://api.spotify.com/v1/audio-analysis/2FY7b99s15jUprqC0M5NCT,189467,4
Ariana Grande,breathin,"['dance pop', 'pop', 'post-teen pop']",0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,audio_features,4OafepJy2teCjYJbvFE60J,spotify:track:4OafepJy2teCjYJbvFE60J,https://api.spotify.com/v1/tracks/4OafepJy2teCjYJbvFE60J,https://api.spotify.com/v1/audio-analysis/4OafepJy2teCjYJbvFE60J,198160,4
XXXTENTACION,BAD!,"['emo rap', 'miami hip hop']",0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,audio_features,22An65gG31JLf9n18qjdhZ,spotify:track:22An65gG31JLf9n18qjdhZ,https://api.spotify.com/v1/tracks/22An65gG31JLf9n18qjdhZ,https://api.spotify.com/v1/audio-analysis/22An65gG31JLf9n18qjdhZ,94246,4
Gucci Mane,Wake Up in the Sky,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.367,0.367,143.01,audio_features,2G1tXoGBaEMJ7FKGnkf6ud,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,https://api.spotify.com/v1/tracks/2G1tXoGBaEMJ7FKGnkf6ud,https://api.spotify.com/v1/audio-analysis/2G1tXoGBaEMJ7FKGnkf6ud,203161,4
Ella Mai,Trip,"['dance pop', 'pop', 'r&b', 'uk contemporary r&b', 'urban contemporary']",0.477,0.61,11,-5.628,0,0.144,0.225,0,0.107,0.358,79.882,audio_features,6CTWathupIiDs7U4InHnDA,spotify:track:6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,213993,4
Bad Bunny,Otra Noche en Miami,"['reggaeton', 'trap latino']",0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,audio_features,4vCAzANUWDE24URV6wQ4ra,spotify:track:4vCAzANUWDE24URV6wQ4ra,https://api.spotify.com/v1/tracks/4vCAzANUWDE24URV6wQ4ra,https://api.spotify.com/v1/audio-analysis/4vCAzANUWDE24URV6wQ4ra,233128,4
Ariana Grande,God is a woman,"['dance pop', 'pop', 'post-teen pop']",0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4
Lady Gaga,Shallow,"['dance pop', 'pop']",0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4
Cardi B,Money Bag,"['pop', 'rap']",0.947,0.788,10,-6.138,0,0.124,0.107,0.000691,0.108,0.454,129.977,audio_features,1vBeIXlzbAieGoDqInav5j,spotify:track:1vBeIXlzbAieGoDqInav5j,https://api.spotify.com/v1/tracks/1vBeIXlzbAieGoDqInav5j,https://api.spotify.com/v1/audio-analysis/1vBeIXlzbAieGoDqInav5j,229005,4
Cardi ,I Like It,"['pop', 'rap']",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,audio_features,58q2HKrzhC3ozto2nDdN4z,spotify:track:58q2HKrzhC3ozto2nDdN4z,https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,253390,4
Kane Brown,Lose It,"['contemporary country', 'country road']",0.544,0.854,4,-4.968,0,0.0289,0.00245,1.2e-06,0.249,0.436,91.966,audio_features,5tFgCPC2Hdw4qu9b7RkWhR,spotify:track:5tFgCPC2Hdw4qu9b7RkWhR,https://api.spotify.com/v1/tracks/5tFgCPC2Hdw4qu9b7RkWhR,https://api.spotify.com/v1/audio-analysis/5tFgCPC2Hdw4qu9b7RkWhR,178987,4
